matricula;EMPRESA;TITULO DO CARGO;DESC. SITUACAO_principal;sindicato;DIAS DE FÉRIAS;DATA DEMISSÃO;COMUNICADO DE DESLIGAMENTO;Admissão;cargo_admissao;elegivel_beneficio;DESC. SITUACAO_afastamento;estado_sindicato;valor_sindicato;dias_uteis;deve_receber_beneficio;DIAS A RECEBER
31643;1410.0;TECH LEAD I;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
31645;1410.0;ANALISTA DEVSECOPS I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31646;1410.0;ANALISTA DE COMUNICACAO E MARKETING I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31648;1410.0;GERENTE DE OPERACOES I;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
31649;1410.0;ANALISTA DE SUPORTE II;Férias;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;20.0;;;;;Sim;;;;22.0;True;2.0
31660;1410.0;CONSULTOR DE IMPLEMENTACAO II;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
31662;1410.0;ANALISTA DE DADOS III;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
31664;1410.0;ANALISTA DE NEGOCIOS I;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
31671;1410.0;CONSULTOR ESPECIALISTA FUNCIONAL SAP;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
31672;1410.0;TECH RECRUITER I;Trabalhando;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;;;;Sim;;Rio de Janeiro;R$ 35.00;21.0;True;21.0
31678;1410.0;DESENVOLVEDOR I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31698;1410.0;CONSULTOR FUNCIONAL SAP III;Trabalhando;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;;;;Sim;;;;22.0;True;22.0
31701;1410.0;ANALISTA DE QUALIDADE DE SOFTWARE I;Trabalhando;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;;;;Sim;;;;22.0;True;22.0
31704;1410.0;ANALISTA DE SUPORTE I;Trabalhando;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;;;;Sim;;;;22.0;True;22.0
31715;1410.0;ASSISTENTE DE BPO II;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31730;1410.0;GERENTE DE PROJETOS II;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
31731;1410.0;ANALISTA CONTABIL-FISCAL III;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31737;1410.0;COORDENADOR DE OPERACOES I;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
31740;;;;;30.0;;;;;Sim;;;;;True;0.0
31746;1410.0;TECH RECRUITER III;Trabalhando;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;;;;Sim;;;;22.0;True;22.0
31754;1410.0;ASSISTENTE DE BPO III;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31757;1410.0;ANALISTA DE NEGOCIOS I;Trabalhando;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;;;;Sim;;;;22.0;True;22.0
31764;1410.0;ASSISTENTE DE BPO II;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31769;1410.0;ASSISTENTE DE BPO II;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31771;1410.0;ASSISTENTE DE BPO III;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31783;1410.0;ASSISTENTE DE BPO II;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31786;1410.0;ASSISTENTE DE BPO II;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31793;1410.0;ASSISTENTE DE BPO III;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31795;1410.0;ANALISTA DE FINANCAS I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31800;1410.0;AGILE MASTER;Trabalhando;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;;;;Sim;;Rio de Janeiro;R$ 35.00;21.0;True;21.0
31817;1410.0;ASSISTENTE DE BPO II;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31818;1410.0;COORDENADOR DE BPO;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31823;1410.0;CONSULTOR FUNCIONAL SAP III;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
31827;1410.0;COORDENADOR DE OPERACOES I;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
31831;1410.0;DESENVOLVEDOR II;Trabalhando;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;;;;Sim;;Rio de Janeiro;R$ 35.00;21.0;True;21.0
31840;1410.0;DEVELOPER III;Férias;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;15.0;;;;;Sim;;;;22.0;True;7.0
31844;1410.0;ANALISTA DE SUPORTE II;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31845;1410.0;ANALISTA DE SUPORTE II;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
31846;1410.0;LIDER DE BPO;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31847;1410.0;ANALISTA DE NEGOCIOS I;Trabalhando;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;;;;Sim;;Rio de Janeiro;R$ 35.00;21.0;True;21.0
31848;1410.0;ASSISTENTE DE BPO I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31852;1410.0;EXECUTIVO DE CONTAS I;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
31868;1410.0;ANALISTA DE ADMINISTRACAO DE PESSOAS II;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31872;1410.0;DESENVOLVEDOR III;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31880;;;;;;2025-05-27;OK;;;Sim;;;;;True;27.0
31890;1410.0;ANALISTA DE SUPORTE I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31905;1410.0;CONSULTOR FUNCIONAL SAP III;Trabalhando;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;;;;Sim;;Rio de Janeiro;R$ 35.00;21.0;True;21.0
31927;1410.0;ANALISTA DE NEGOCIOS I;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
31938;1410.0;DESENVOLVEDOR III;Trabalhando;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;;;;Sim;;;;22.0;True;22.0
31949;1410.0;DESENVOLVEDOR I;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
31956;1410.0;COORDENADOR DE OPERACOES I;Trabalhando;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;;;;Sim;;Rio de Janeiro;R$ 35.00;21.0;True;21.0
31959;1410.0;ASSISTENTE DE PMO;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31963;1410.0;ANALISTA DE EDUCACAO CORPORATIVA I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31964;1410.0;ASSISTENTE DE BPO I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
31968;1410.0;DESENVOLVEDOR III;Trabalhando;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;;;;Sim;;;;22.0;True;22.0
31976;1410.0;ENGENHEIRO DE DADOS III;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
31979;1410.0;ASSISTENTE DE BPO I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32001;1410.0;CONSULTOR ESPECIALISTA FUNCIONAL SAP;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32007;1410.0;ANALISTA DE SISTEMAS E NEGOCIOS III;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
32008;1410.0;DESENVOLVEDOR III;Férias;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;30.0;;;;;Sim;;;;22.0;True;0.0
32014;1410.0;ANALISTA DE SEGURANCA DA INFORMACAO II;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32016;1410.0;AGILE MASTER;Trabalhando;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;;;;Sim;;Rio de Janeiro;R$ 35.00;21.0;True;21.0
32020;1410.0;DESIGNER UX/UI II;Trabalhando;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;;;;Sim;;;;22.0;True;22.0
32027;1410.0;DESENVOLVEDOR III;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
32030;1410.0;ANALISTA CONTABIL-FISCAL III;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32031;1410.0;TECH RECRUITER I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32032;1410.0;DESENVOLVEDOR III;Trabalhando;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;;;;Sim;;;;22.0;True;22.0
32033;1410.0;ANALISTA ADMINISTRATIVO II;Trabalhando;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;;;;Sim;;;;22.0;True;22.0
32050;1410.0;ANALISTA DE SISTEMAS E NEGOCIOS II;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32055;1410.0;ANALISTA DE EXCELENCIA OPERACIONAL III;Trabalhando;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;;;;Sim;;;;22.0;True;22.0
32056;1410.0;COORDENADOR DE OPERACOES I;Trabalhando;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;;;;Sim;;Rio de Janeiro;R$ 35.00;21.0;True;21.0
32059;1410.0;GERENTE DE PROJETOS I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32060;1410.0;ASSISTENTE DE BPO I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32062;1410.0;ESPECIALISTA DE PRE-VENDAS III;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
32065;1410.0;COORDENADOR DE OPERACOES II;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32066;1410.0;ANALISTA DE CORPORATE VENTURE II;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
32067;1410.0;ANALISTA DEVSECOPS III;Trabalhando;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;;;;Sim;;;;22.0;True;22.0
32068;1410.0;ASSISTENTE DE BPO I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32073;1410.0;ANALISTA DE COMUNICACAO E MARKETING II;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32080;1410.0;ASSISTENTE DE CUSTOMER SUCCESS;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32089;1410.0;EXECUTIVO DE CONTAS I;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
32099;1410.0;ANALISTA DE SUPORTE II;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32104;1410.0;ANALISTA CONTABIL-FISCAL II;Férias;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;10.0;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;11.0
32118;1410.0;ENGENHEIRO DE DADOS III;Trabalhando;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;;;;Sim;;;;22.0;True;22.0
32119;1410.0;ANALISTA DE SISTEMAS E NEGOCIOS III;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
32125;1410.0;ASSISTENTE DE BPO I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32130;1410.0;ANALISTA DE ADMINISTRACAO DE PESSOAS I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32133;1410.0;ANALISTA PRODUTOS I;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
32142;1410.0;GERENTE DE OPERACOES I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32146;1410.0;LIDER DE BPO;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32172;1410.0;ASSISTENTE DE BPO I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32176;1410.0;ANALISTA DE NEGOCIOS I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32205;1410.0;DESENVOLVEDOR III;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
32209;1410.0;ARQUITETO DE SOLUCOES III;Férias;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;30.0;;;;;Sim;;;;22.0;True;0.0
32213;1410.0;ANALISTA DE ADMINISTRACAO DE PESSOAS I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32216;1410.0;ASSISTENTE DE BPO III;Férias;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;30.0;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;0.0
32217;1410.0;ASSISTENTE DE BPO I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32225;1410.0;AGILE MASTER;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
32229;1410.0;AGILE COACH II;Férias;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;30.0;;;;;Sim;;;;22.0;True;0.0
32240;1410.0;ASSISTENTE DE BPO III;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32244;1410.0;DESENVOLVEDOR II;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32255;1410.0;COORDENADOR DE BPO;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32260;1410.0;DESENVOLVEDOR III;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
32261;1410.0;ASSISTENTE DE BPO III;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32264;1410.0;ASSISTENTE DE BPO III;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32265;1410.0;DESENVOLVEDOR III;Trabalhando;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;;;;Sim;;;;22.0;True;22.0
32266;1410.0;TECH RECRUITER II;Trabalhando;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;;;;Sim;;Rio de Janeiro;R$ 35.00;21.0;True;21.0
32267;1410.0;DESENVOLVEDOR III;Trabalhando;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;;;;Sim;;;;22.0;True;22.0
32269;1410.0;CONSULTOR FUNCIONAL SAP I;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
32271;1410.0;LIDER DE BPO;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32272;1410.0;LIDER DE BPO;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32273;1410.0;DESENVOLVEDOR III;Trabalhando;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;;;;Sim;;Rio de Janeiro;R$ 35.00;21.0;True;21.0
32275;1410.0;DESENVOLVEDOR III;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32277;1410.0;ASSISTENTE DE BPO II;Atestado;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32278;1410.0;ASSISTENTE DE BPO II;Férias;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;20.0;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;1.0
32284;1410.0;ASSISTENTE DE BPO I;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32290;1410.0;ASSISTENTE DE BPO III;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32292;1410.0;DESENVOLVEDOR III;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32293;1410.0;ASSISTENTE DE BPO II;Trabalhando;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;;;;Sim;;Rio Grande do Sul;R$ 35.00;21.0;True;21.0
32309;1410.0;DESENVOLVEDOR III;Trabalhando;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;;;;Sim;;;;22.0;True;22.0
